filename,width,height,class,xmin,ymin,xmax,ymax
image (1413).png,2472,3480,signature,1033,2684,1738,2970
image (1413).png,2472,3480,stamp,1150,2908,1500,3283
image (1414).png,2468,3480,signature,1234,3054,1489,3289
image (1414).png,2468,3480,stamp,296,2925,669,3328
image (1415).png,2468,3480,signature,1110,2695,1463,2970
image (1415).png,2468,3480,stamp,1661,2583,1983,3065
image (1416).png,2464,3476,signature,1246,2541,1667,2815
image (1416).png,2464,3476,stamp,1687,2597,2010,3067
image (1417).png,2468,3480,signature,1863,2717,2182,2986
image (1417).png,2468,3480,stamp,251,2740,633,3171
image (1418).png,2472,3476,signature,969,2569,1562,2877
image (1418).png,2472,3476,stamp,366,2597,746,3190
image (1419).png,2472,3476,signature,1643,2804,1982,3117
image (1419).png,2472,3476,stamp,931,2793,1268,3224
image (142).png,2468,3480,signature,1619,2460,2088,2701
image (142).png,2468,3480,stamp,1650,2717,2035,3138
image (1420).png,2480,3476,signature,1630,2530,1932,2888
image (1420).png,2480,3476,stamp,967,2703,1310,3179
image (1421).png,2476,3480,signature,595,2521,1045,2841
image (1421).png,2476,3480,stamp,953,2790,1296,3166
image (1422).png,2476,3476,signature,1499,2787,1953,3162
image (1422).png,2476,3476,stamp,898,2860,1257,3302
image (1423).png,2476,3472,signature,1918,2689,2129,3007
image (1423).png,2476,3472,stamp,922,2773,1292,3186
image (1424).png,2472,3484,signature,735,2524,1043,2782
image (1424).png,2472,3484,stamp,701,2737,1007,3080
image (1425).png,2476,3484,signature,769,2513,1114,2749
image (1425).png,2476,3484,stamp,873,2648,1159,3035
image (1426).png,2476,3480,signature,931,2729,1414,2998
image (1426).png,2476,3480,stamp,1434,2712,1729,3104
image (1427).png,2476,3476,signature,1822,2563,2127,2899
image (1427).png,2476,3476,stamp,588,2574,887,3072
image (1428).png,2472,3480,signature,695,2538,953,2740
image (1428).png,2472,3480,stamp,1072,2605,1370,3042
image (1429).png,2480,3480,signature,1660,2661,1838,3031
image (1429).png,2480,3480,stamp,1129,2560,1423,3042
image (143).png,2476,3472,signature,1693,2057,1994,2214
image (143).png,2476,3472,stamp,1484,2219,1873,2761
image (1430).png,2480,3480,signature,458,2476,716,2695
image (1430).png,2480,3480,stamp,727,2549,1020,2869
image (1431).png,2480,3480,signature,1705,2779,2027,3093
image (1431).png,2480,3480,stamp,1409,2846,1720,3250
image (1432).png,2472,3484,signature,913,2698,1348,2979
image (1432).png,2472,3484,stamp,1310,2816,1593,3152
image (1433).png,2472,3476,signature,1540,2916,1911,3280
image (1433).png,2472,3476,stamp,1114,2972,1386,3369
image (1434).png,2472,3480,signature,1232,2706,1493,3076
image (1434).png,2472,3480,stamp,781,2829,1072,3233
image (1435).png,2468,3480,signature,1154,2504,1595,2813
image (1435).png,2468,3480,stamp,465,2560,770,2914
image (1436).png,2468,3480,signature,812,2785,1351,3082
image (1436).png,2468,3480,stamp,1623,2790,1928,3222
image (1437).png,2488,3476,signature,1825,2524,2177,2871
image (1437).png,2488,3476,stamp,415,2647,729,3106
image (1438).png,2464,3480,signature,964,2381,1446,2768
image (1438).png,2464,3480,stamp,200,2325,498,2785
image (1439).png,2468,3484,signature,548,2777,823,2995
image (1439).png,2468,3484,stamp,1794,2833,2100,3225
image (144).png,2472,3480,signature,1583,2359,2093,2588
image (144).png,2472,3480,stamp,1580,2628,1982,2998
image (1440).png,2476,3480,signature,1522,3020,1889,3261
image (1440).png,2476,3480,stamp,2167,1877,2454,2387
image (1441).png,2476,3480,signature,1729,2437,2016,2695
image (1441).png,2476,3480,stamp,1666,2717,2002,3154
image (1442).png,2472,3484,signature,1904,2232,2366,2535
image (1442).png,2472,3484,stamp,1350,2653,1674,3164
image (1443).png,2468,3480,signature,1601,2482,2017,2757
image (1443).png,2468,3480,stamp,1863,2768,2211,3205
image (1444).png,2484,3476,signature,1744,2294,2045,2574
image (1444).png,2484,3476,stamp,1101,2418,1431,2961
image (1445).png,2476,3484,signature,1757,2289,2031,2547
image (1445).png,2476,3484,stamp,1207,2507,1559,3007
image (1446).png,2476,3472,signature,1724,2191,2214,2437
image (1446).png,2476,3472,stamp,1806,2650,2143,3276
image (1447).png,2472,3476,signature,1719,2222,2067,2502
image (1447).png,2472,3476,stamp,2051,2440,2332,2949
image (1448).png,2476,3476,signature,1704,2188,2007,2440
image (1448).png,2476,3476,stamp,1257,2418,1568,2977
image (1449).png,2476,3480,signature,1637,2370,1944,2600
image (1449).png,2476,3480,stamp,2060,2510,2401,3026
image (145).png,2472,3484,signature,1580,2277,1959,2502
image (145).png,2472,3484,stamp,1598,2558,1975,2945
image (1450).png,2472,3484,signature,1527,2244,2085,2502
image (1450).png,2472,3484,stamp,547,2221,895,2653
image (1451).png,2480,3488,signature,1556,2319,2229,2544
image (1451).png,2480,3488,stamp,1100,2724,1434,3274
image (1452).png,2468,3480,signature,1657,2448,2055,2701
image (1452).png,2468,3480,stamp,770,2998,1103,3440
image (1453).png,2472,3476,signature,1634,2356,1872,2541
image (1453).png,2472,3476,stamp,1801,2843,2131,3308
image (1454).png,2468,3484,signature,1659,2322,1966,2541
image (1454).png,2468,3484,stamp,1648,2732,1993,3225
image (1455).png,2468,3480,signature,1590,2460,2129,2807
image (1455).png,2468,3480,stamp,1501,2829,1838,3289
image (1456).png,2472,3484,signature,1712,2204,2024,2462
image (1456).png,2472,3484,stamp,1181,2659,1542,3147
image (1457).png,2468,3476,signature,1599,2261,2115,2518
image (1457).png,2468,3476,stamp,1442,2737,1917,2977
image (1458).png,2472,3480,signature,1638,2387,2113,2661
image (1458).png,2472,3480,stamp,1451,2734,1926,3087
image (1459).png,2480,3480,signature,1749,2163,1994,2409
image (1459).png,2480,3480,stamp,1434,2891,1907,3126
image (146).png,2472,3484,signature,1582,2305,2067,2485
image (146).png,2472,3484,stamp,1554,2485,1924,2894
image (1460).png,2464,3480,signature,1672,2174,1941,2359
image (1460).png,2464,3480,stamp,771,2342,1212,2768
image (1461).png,2480,3484,signature,1589,2513,2000,2765
image (1461).png,2480,3484,stamp,780,2378,1240,2760
image (1462).png,2472,3480,signature,1685,2247,2017,2460
image (1462).png,2472,3480,stamp,1129,2549,1569,3110
image (1463).png,2476,3476,signature,1784,2171,2002,2440
image (1463).png,2476,3476,stamp,1566,2781,1984,3224
image (1464).png,2472,3480,signature,1810,2499,2084,2712
image (1464).png,2472,3480,stamp,1462,2824,1917,3132
image (1465).png,2472,3480,signature,1629,2409,2053,2678
image (1465).png,2472,3480,stamp,1080,2376,1457,3042
image (1466).png,2476,3476,signature,1731,2115,2074,2412
image (1466).png,2476,3476,stamp,1517,2748,1976,3089
image (1467).png,2476,3476,signature,1506,2395,1858,2608
image (1467).png,2476,3476,stamp,938,2395,1372,2944
image (1468).png,2468,3480,signature,1731,2241,1950,2482
image (1468).png,2468,3480,stamp,1141,2549,1547,3082
image (1469).png,2476,3480,signature,1739,2342,2025,2628
image (1469).png,2476,3480,stamp,1381,2751,1820,3188
image (147).png,2476,3484,signature,1608,2300,1873,2462
image (147).png,2476,3484,stamp,1512,2502,1864,2844
image (1470).png,2476,3480,signature,1708,2297,1864,2588
image (1470).png,2476,3480,stamp,1399,2891,1829,3317
image (1471).png,2476,3472,signature,1726,2174,2040,2415
image (1471).png,2476,3472,stamp,1443,2761,1851,3158
image (1472).png,2472,3480,signature,1738,2191,2093,2443
image (1472).png,2472,3480,stamp,1341,2874,1826,3216
image (1473).png,2476,3484,signature,1987,2524,2276,2765
image (1473).png,2476,3484,stamp,1203,2558,1653,2956
image (1474).png,2476,3476,signature,2040,2653,2265,2871
image (1474).png,2476,3476,stamp,1299,2641,1700,3140
image (1475).png,2476,3480,signature,1994,2583,2245,2824
image (1475).png,2476,3480,stamp,1161,2617,1611,3093
image (1476).png,2480,3484,signature,2005,2575,2245,2810
image (1476).png,2480,3484,stamp,1085,2653,1554,3052
image (1477).png,2476,3476,signature,2022,2675,2345,2910
image (1477).png,2476,3476,stamp,1192,2703,1613,3084
image (1478).png,2480,3480,signature,1992,2566,2212,2835
image (1478).png,2480,3480,stamp,1149,2785,1607,3154
image (1479).png,2468,3480,signature,1959,2555,2113,2807
image (1479).png,2468,3480,stamp,1165,2712,1608,3054
image (148).png,2472,3484,signature,1607,2216,1835,2423
image (148).png,2472,3484,stamp,1482,2373,1837,2827
image (1480).png,2476,3484,signature,1927,2782,2292,3001
image (1480).png,2476,3484,stamp,956,2838,1430,3136
image (1481).png,2476,3480,signature,1973,2628,2227,2925
image (1481).png,2476,3480,stamp,1136,2740,1617,3121
image (1482).png,2472,3480,signature,1886,2566,2227,2852
image (1482).png,2472,3480,stamp,1118,2824,1576,3205
image (1483).png,2472,3480,signature,1908,2544,2341,2846
image (1483).png,2472,3480,stamp,1076,2622,1535,3009
image (1484).png,2472,3476,signature,1763,2692,2294,2949
image (1484).png,2472,3476,stamp,962,2787,1449,3106
image (1485).png,2472,3484,signature,1960,2620,2392,2878
image (1485).png,2472,3484,stamp,1680,2866,2151,3186
image (1486).png,2472,3484,signature,1901,2737,2131,2962
image (1486).png,2472,3484,stamp,1098,2788,1551,3175
image (1487).png,2480,3476,signature,1996,2692,2287,2977
image (1487).png,2480,3476,stamp,1032,2731,1454,3240
image (1488).png,2480,3480,signature,1896,2605,2207,2824
image (1488).png,2480,3480,stamp,483,2841,970,3177
image (1489).png,2480,3480,signature,2020,2695,2307,2970
image (1489).png,2480,3480,stamp,894,2768,1216,3255
image (149).png,2476,3484,signature,1599,2260,2056,2462
image (149).png,2476,3484,stamp,1559,2451,1944,2799
image (1490).png,2480,3472,signature,1894,2767,2292,2996
image (1490).png,2480,3472,stamp,1050,2840,1380,3416
image (1491).png,2476,3484,signature,1871,2462,2296,2743
image (1491).png,2476,3484,stamp,1800,2698,2138,3203
image (1492).png,2480,3480,signature,1923,2572,2372,2852
image (1492).png,2480,3480,stamp,1081,2605,1418,2992
image (1493).png,2476,3480,signature,2027,2673,2249,2930
image (1493).png,2476,3480,stamp,1274,2717,1617,3239
image (1494).png,2468,3484,signature,1852,2625,2247,2872
image (1494).png,2468,3484,stamp,403,2732,730,3225
image (1495).png,2468,3480,signature,1898,2622,2283,2874
image (1495).png,2468,3480,stamp,806,2673,1129,3239
image (1496).png,2468,3476,signature,1995,2619,2236,2877
image (1496).png,2468,3476,stamp,1686,2748,2033,3324
image (1497).png,2476,3480,signature,1982,2622,2359,2863
image (1497).png,2476,3480,stamp,914,2684,1216,3188
image (1498).png,2468,3480,signature,1959,2762,2290,2998
image (1498).png,2468,3480,stamp,1179,2790,1487,3239
image (1499).png,2472,3476,signature,1768,2658,2174,2949
image (1499).png,2472,3476,stamp,1205,2731,1516,3184
image (15).png,2468,3480,signature,1503,2432,1744,2796
image (15).png,2468,3480,stamp,1793,2314,2062,2667
image (150).png,2476,3480,signature,1599,2247,1960,2460
image (150).png,2476,3480,stamp,1595,2488,1964,2863
image (1500).png,2476,3480,signature,1882,2656,2370,2908
image (1500).png,2476,3480,stamp,1210,2695,1522,3138
image (1501).png,2476,3480,signature,1987,2504,2249,2762
image (1501).png,2476,3480,stamp,1297,2605,1621,3149
image (1502).png,2480,3476,signature,1718,2653,2378,2933
image (1502).png,2480,3476,stamp,1049,2765,1360,3280
image (1503).png,2476,3472,signature,2000,2694,2314,2946
image (1503).png,2476,3472,stamp,1513,2672,1817,3265
image (1504).png,2468,3476,signature,1867,2558,2297,2854
image (1504).png,2468,3476,stamp,1398,2591,1704,3134
image (1505).png,2476,3480,signature,1929,1961,2218,2207
image (1505).png,2476,3480,stamp,1735,2269,2238,2577
image (1506).png,2472,3484,signature,1931,1885,2296,2171
image (1506).png,2472,3484,stamp,1844,2266,2305,2648
image (1507).png,2468,3480,signature,1885,1966,2276,2168
image (1507).png,2468,3480,stamp,1796,2230,2299,2572
image (1508).png,2472,3476,signature,1710,1947,2147,2255
image (1508).png,2472,3476,stamp,1868,2227,2341,2524
image (1509).png,2468,3480,signature,1865,2196,2073,2364
image (1509).png,2468,3480,stamp,1744,2409,2245,2729
image (151).png,2476,3476,signature,1735,2238,1960,2496
image (151).png,2476,3476,stamp,1528,2451,1889,2882
image (1510).png,2472,3480,signature,1792,2051,2310,2331
image (1510).png,2472,3480,stamp,1774,2370,2281,2751
image (1511).png,2476,3476,signature,1916,2043,2209,2244
image (1511).png,2476,3476,stamp,1815,2328,2312,2720
image (1512).png,2472,3472,signature,1960,1951,2245,2180
image (1512).png,2472,3472,stamp,1819,2292,2312,2650
image (1513).png,2472,3480,signature,1924,2022,2218,2269
image (1513).png,2472,3480,stamp,1792,2376,2281,2824
image (1514).png,2476,3476,signature,1945,1903,2290,2199
image (1514).png,2476,3476,stamp,1769,2210,2287,2586
image (1515).png,2476,3472,signature,1896,1951,2267,2230
image (1515).png,2476,3472,stamp,1829,2348,2348,2655
image (1516).png,2476,3480,signature,1902,1882,2332,2118
image (1516).png,2476,3480,stamp,1829,2241,2338,2549
image (1517).png,2480,3484,signature,1903,1941,2274,2249
image (1517).png,2480,3484,stamp,1836,2423,2338,2608
image (1518).png,2468,3480,signature,1878,1994,2142,2247
image (1518).png,2468,3480,stamp,1867,2308,2355,2594
image (1519).png,2472,3480,signature,1935,2039,2203,2331
image (1519).png,2472,3480,stamp,1897,2420,2365,2673
image (152).png,2476,3484,signature,1635,2030,1962,2255
image (152).png,2476,3484,stamp,1355,2249,1711,2620
image (1520).png,2472,3476,signature,1895,2009,2287,2266
image (1520).png,2472,3476,stamp,1821,2317,2305,2653
image (1521).png,2476,3472,signature,1962,1923,2100,2202
image (1521).png,2476,3472,stamp,1846,2309,2319,2644
image (1522).png,2476,3472,signature,1976,2102,2276,2303
image (1522).png,2476,3472,stamp,1860,2353,2347,2627
image (1523).png,2480,3480,signature,1963,1843,2274,2118
image (1523).png,2480,3480,stamp,1867,2213,2349,2516
image (1524).png,2472,3480,signature,1946,1961,2267,2207
image (1524).png,2472,3480,stamp,1815,2286,2307,2639
image (1525).png,2480,3476,signature,1947,2009,2180,2216
image (1525).png,2480,3476,stamp,1905,2334,2338,2793
image (1526).png,2476,3476,signature,1929,2043,2269,2294
image (1526).png,2476,3476,stamp,1809,2350,2285,2725
image (1527).png,2476,3484,signature,1847,2109,2318,2294
image (1527).png,2476,3484,stamp,1488,2305,1964,2743
image (1528).png,2472,3480,signature,1931,1933,2158,2213
image (1528).png,2472,3480,stamp,1689,2331,2171,2673
image (1529).png,2476,3476,signature,1971,1875,2227,2132
image (1529).png,2476,3476,stamp,1793,2205,2258,2580
image (153).png,2480,3480,signature,1601,2084,1980,2280
image (153).png,2480,3480,stamp,880,2381,1252,2880
image (1530).png,2468,3476,signature,1749,2043,2158,2283
image (1530).png,2468,3476,stamp,1813,2311,2285,2613
image (1531).png,2468,3480,signature,1849,2034,2241,2308
image (1531).png,2468,3480,stamp,1699,2297,2171,2701
image (1532).png,2468,3476,signature,1896,2015,2205,2244
image (1532).png,2468,3476,stamp,1851,2306,2325,2653
image (1533).png,2476,3472,signature,1976,1917,2240,2146
image (1533).png,2476,3472,stamp,1898,2169,2407,2543
image (1534).png,2476,3484,signature,1809,1879,2209,2159
image (1534).png,2476,3484,stamp,1802,2244,2256,2709
image (1535).png,2472,3484,signature,1854,2030,2435,2266
image (1535).png,2472,3484,stamp,1812,2277,2278,2698
image (1536).png,2472,3476,signature,1788,2082,2174,2345
image (1536).png,2472,3476,stamp,1826,2362,2305,2636
image (1537).png,2476,3472,signature,1964,1928,2201,2186
image (1537).png,2476,3472,stamp,1492,2230,1891,2599
image (1538).png,2472,3480,signature,1872,1759,2249,2045
image (1538).png,2472,3480,stamp,1332,2090,1741,2600
image (1539).png,2472,3480,signature,1957,1972,2227,2202
image (1539).png,2472,3480,stamp,1786,2207,2220,2588
image (154).png,2472,3476,signature,1674,2188,1812,2373
image (154).png,2472,3476,stamp,657,2518,1027,3000
image (1540).png,2472,3484,signature,1926,2002,2230,2255
image (1540).png,2472,3484,stamp,1786,2378,2229,2726
image (1541).png,2472,3484,signature,1930,1980,2348,2294
image (1541).png,2472,3484,stamp,1828,2373,2272,2749
image (1542).png,2472,3484,signature,1841,2199,2249,2395
image (1542).png,2472,3484,stamp,1738,2451,2143,2934
image (1543).png,2472,3476,signature,1901,2031,2223,2272
image (1543).png,2472,3476,stamp,1768,2339,2180,2832
image (1544).png,2472,3484,signature,1892,2188,2325,2429
image (1544).png,2472,3484,stamp,1817,2547,2249,2962
image (1545).png,2468,3480,signature,1847,2112,2279,2426
image (1545).png,2468,3480,stamp,1841,2555,2272,2891
image (1546).png,2476,3484,signature,1956,1890,2171,2087
image (1546).png,2476,3484,stamp,1918,2350,2363,2687
image (1547).png,2468,3480,signature,1950,2056,2153,2286
image (1547).png,2468,3480,stamp,1876,2443,2279,2807
image (1548).png,2480,3480,signature,1809,2269,2227,2488
image (1548).png,2480,3480,stamp,1829,2566,2247,2874
image (1549).png,2480,3484,signature,1905,1957,2241,2289
image (1549).png,2480,3484,stamp,1834,2395,2245,2743
image (155).png,2472,3480,signature,1631,2230,1928,2493
image (155).png,2472,3480,stamp,585,2667,1002,3132
image (1550).png,2476,3472,signature,1960,2079,2201,2286
image (1550).png,2476,3472,stamp,1866,2420,2279,2722
image (1551).png,2476,3476,signature,1965,1936,2258,2182
image (1551).png,2476,3476,stamp,1887,2294,2316,2625
image (1552).png,2476,3476,signature,1964,1903,2249,2160
image (1552).png,2476,3476,stamp,1978,2283,2397,2608
image (1553).png,2476,3476,signature,1929,1908,2294,2216
image (1553).png,2476,3476,stamp,1896,2350,2334,2697
image (1554).png,2472,3476,signature,1921,1931,2303,2300
image (1554).png,2472,3476,stamp,1882,2457,2299,2787
image (1555).png,2476,3476,signature,1956,2003,2203,2272
image (1556).png,2476,3472,signature,1886,2174,2167,2432
image (1556).png,2476,3472,stamp,1838,2527,2256,2873
image (1557).png,2468,3480,signature,1666,2118,2178,2359
image (1557).png,2468,3480,stamp,1775,2488,2198,2835
image (1558).png,2468,3484,signature,1963,1969,2268,2272
image (1558).png,2468,3484,stamp,1941,2356,2346,2664
image (1559).png,2472,3476,signature,1846,2171,2111,2362
image (1559).png,2472,3476,stamp,1868,2384,2267,2630
image (156).png,2476,3484,signature,1626,2260,1817,2457
image (156).png,2476,3484,stamp,764,2547,1145,2962
image (1560).png,2468,3480,signature,1816,1933,2194,2179
image (1560).png,2468,3480,stamp,1943,2269,2364,2544
image (1561).png,2468,3484,signature,1887,1924,2267,2159
image (1561).png,2468,3484,stamp,1740,2249,2149,2636
image (1562).png,2472,3480,signature,1709,1994,2296,2202
image (1562).png,2472,3480,stamp,1843,2376,2256,2740
image (1563).png,2476,3476,signature,1945,2104,2207,2395
image (1563).png,2476,3476,stamp,1359,2244,1777,2692
image (1564).png,2476,3476,signature,1956,2110,2116,2384
image (1564).png,2476,3476,stamp,1383,2322,1806,2759
image (1565).png,2476,3480,signature,1985,2135,2294,2398
image (1565).png,2476,3480,stamp,1410,2280,1813,2869
image (1566).png,2472,3484,signature,1915,2131,2156,2429
image (1566).png,2472,3484,stamp,1373,2367,1770,2782
image (1567).png,2476,3476,signature,1911,2093,2236,2356
image (1567).png,2476,3476,stamp,1321,2283,1737,2731
image (1568).png,2472,3480,signature,1882,2213,2194,2476
image (1568).png,2472,3480,stamp,1402,2460,1817,2874
image (1569).png,2472,3476,signature,1975,1628,2209,1835
image (1569).png,2472,3476,stamp,1794,1947,2305,2367
image (157).png,2480,3480,signature,1616,2532,1969,2729
image (157).png,2480,3480,stamp,756,2717,1238,3166
image (1570).png,2476,3480,signature,1904,1641,2328,1927
image (1570).png,2476,3480,stamp,1739,2079,2267,2488
image (1571).png,2476,3480,signature,1931,1602,2339,1860
image (1571).png,2476,3480,stamp,1722,2028,2250,2448
image (1572).png,2480,3476,signature,1921,1606,2243,1863
image (1572).png,2480,3476,stamp,1752,1998,2263,2440
image (1573).png,2476,3484,signature,1809,1643,2254,1957
image (1573).png,2476,3484,stamp,1700,1997,2225,2451
image (1574).png,2468,3480,signature,1937,1725,2245,2045
image (1574).png,2468,3480,stamp,1738,2140,2234,2650
image (1575).png,2476,3476,signature,1953,1763,2252,2037
image (1575).png,2476,3476,stamp,1795,2132,2296,2574
image (1576).png,2472,3480,signature,1797,1686,2392,2000
image (1576).png,2472,3480,stamp,1754,2039,2250,2499
image (1577).png,2472,3480,signature,1886,2062,2105,2241
image (1577).png,2472,3480,stamp,1841,2376,2345,2790
image (1578).png,2468,3480,signature,1872,1664,2207,1877
image (1578).png,2468,3480,stamp,1811,1978,2325,2432
image (1579).png,2468,3476,signature,1711,1869,2232,2115
image (1579).png,2468,3476,stamp,1715,2238,2245,2591
image (158).png,2468,3480,signature,1621,2549,1870,2723
image (158).png,2468,3480,stamp,712,2560,1109,3121
image (1580).png,2480,3476,signature,1890,1886,2141,2087
image (1580).png,2480,3476,stamp,1710,2166,2229,2563
image (1581).png,2476,3476,signature,1929,1707,2305,1981
image (1581).png,2476,3476,stamp,1817,2087,2323,2513
image (1582).png,2476,3480,signature,1940,1619,2230,1866
image (1582).png,2476,3480,stamp,1742,1978,2236,2404
image (1583).png,2480,3480,signature,1943,1602,2238,1866
image (1583).png,2480,3480,stamp,1445,1910,1967,2320
image (1584).png,2472,3484,signature,1915,1716,2259,1997
image (1584).png,2472,3484,stamp,1272,1862,1797,2373
image (1585).png,2480,3476,signature,1925,1824,2063,2003
image (1585).png,2480,3476,stamp,1320,1903,1807,2350
image (1586).png,2480,3484,signature,1943,1817,2209,2087
image (1586).png,2480,3484,stamp,1738,2311,2236,2754
image (1587).png,2472,3480,signature,1944,1720,2200,2034
image (1587).png,2472,3480,stamp,1834,2275,2316,2689
image (1588).png,2480,3484,signature,1898,1705,2238,1952
image (1588).png,2480,3484,stamp,1649,2143,2158,2631
image (1589).png,2468,3480,signature,1916,1731,2198,1955
image (1589).png,2468,3480,stamp,1711,2118,2232,2650
image (159).png,2468,3480,signature,1556,2051,1984,2297
image (159).png,2468,3480,stamp,920,2079,1333,2745
image (1590).png,2476,3480,signature,1820,1675,2229,1966
image (1590).png,2476,3480,stamp,1388,1944,1886,2376
image (1591).png,2476,3472,signature,1982,1716,2220,1951
image (1591).png,2476,3472,stamp,1664,1956,2181,2487
image (1592).png,2476,3480,signature,1927,1742,2225,2006
image (1592).png,2476,3480,stamp,1720,2118,2250,2555
image (1593).png,2480,3480,signature,1860,1815,2225,2067
image (1593).png,2480,3480,stamp,1625,2213,2152,2678
image (1594).png,2476,3476,signature,1927,1679,2131,1880
image (1594).png,2476,3476,stamp,1679,2037,2203,2412
image (1595).png,2476,3484,signature,1960,1610,2189,1823
image (1595).png,2476,3484,stamp,1749,2070,2289,2451
image (1596).png,2472,3488,signature,1839,1814,2310,2078
image (1596).png,2472,3488,stamp,1641,2162,2180,2572
image (1597).png,2468,3480,signature,1885,1854,2259,2079
image (1597).png,2468,3480,stamp,1668,2022,2135,2622
image (1598).png,2476,3476,signature,1929,1589,2258,1891
image (1598).png,2476,3476,stamp,1702,1942,2172,2457
image (1599).png,2468,3480,signature,1878,1899,2306,2151
image (1599).png,2468,3480,stamp,1704,2163,2171,2734
image (16).png,2480,3484,signature,1569,2109,1907,2507
image (16).png,2480,3484,stamp,1238,2322,1507,2788
image (160).png,2476,3480,signature,1570,2045,2034,2252
image (160).png,2476,3480,stamp,1577,2432,1846,2874
image (1600).png,2472,3476,signature,1977,1679,2223,1953
image (1600).png,2472,3476,stamp,1794,2048,2278,2625
image (1601).png,2480,3480,signature,1654,2213,1900,2437
image (1601).png,2480,3480,stamp,1400,2443,1887,2701
image (1602).png,2480,3484,signature,1587,2255,1990,2535
image (1602).png,2480,3484,stamp,1565,2524,2040,2805
image (1603).png,2468,3480,signature,1583,2320,1711,2521
image (1603).png,2468,3480,stamp,1485,2465,1948,2796
image (1604).png,2480,3476,signature,1605,2412,1920,2658
image (1604).png,2480,3476,stamp,1554,2569,2012,2888
image (1605).png,2472,3484,signature,1477,2210,1886,2535
image (1605).png,2472,3484,stamp,1520,2524,2004,2810
image (1606).png,2468,3480,signature,1474,2622,1695,2852
image (1606).png,2468,3480,stamp,1418,2768,1869,3121
image (1607).png,2480,3484,signature,1598,2339,1865,2620
image (1607).png,2480,3484,stamp,1445,2563,1914,2906
image (1608).png,2476,3472,signature,1519,2253,1965,2499
image (1608).png,2476,3472,stamp,1697,2527,2169,2834
image (1609).png,2480,3476,signature,1556,2306,1829,2574
image (1609).png,2480,3476,stamp,1080,2378,1523,2871
image (161).png,2476,3484,signature,286,2081,591,2277
image (161).png,2476,3484,stamp,522,426,838,746
image (1610).png,2480,3476,signature,1600,2227,1963,2462
image (1610).png,2480,3476,stamp,1058,2222,1480,2709
image (1611).png,2480,3476,signature,1494,2440,1760,2636
image (1611).png,2480,3476,stamp,1132,2401,1550,2905
image (1612).png,2468,3476,signature,1440,2350,1959,2586
image (1612).png,2468,3476,stamp,1803,2446,2207,2882
image (1613).png,2476,3480,signature,1537,2291,1889,2493
image (1613).png,2476,3480,stamp,1528,2790,2000,3166
image (1614).png,2472,3484,signature,1435,2294,2033,2569
image (1614).png,2472,3484,stamp,1511,2827,1989,3214
image (1615).png,2472,3480,signature,1478,2331,1977,2622
image (1615).png,2472,3480,stamp,1442,2583,1913,2846
image (1616).png,2472,3480,signature,1576,2342,1808,2572
image (1616).png,2472,3480,stamp,1500,2891,2011,3261
image (1617).png,2468,3480,signature,1528,2359,1756,2572
image (1617).png,2468,3480,stamp,933,2230,1373,2785
image (1618).png,2480,3480,signature,1494,2291,1941,2493
image (1618).png,2480,3480,stamp,1467,2460,1943,2801
image (1619).png,2476,3480,signature,1521,2370,1871,2605
image (1619).png,2476,3480,stamp,1357,2577,1864,2953
image (162).png,2472,3476,signature,248,2110,737,2350
image (162).png,2472,3476,stamp,714,2597,1056,2921
image (1620).png,2480,3480,signature,1625,2364,1836,2605
image (1620).png,2480,3480,stamp,1189,2426,1647,2869
image (1621).png,2476,3484,signature,1519,2210,1813,2474
image (1621).png,2476,3484,stamp,1513,2451,1964,2805
image (1622).png,2476,3476,signature,1671,2199,1947,2423
image (1622).png,2476,3476,stamp,1619,2328,2045,2737
image (1623).png,2480,3484,signature,1549,2272,1720,2513
image (1623).png,2480,3484,stamp,1478,2793,1981,3186
image (1624).png,2476,3480,signature,1590,2432,1884,2701
image (1624).png,2476,3480,stamp,1470,2908,1947,3289
image (1625).png,2472,3480,signature,1582,2235,1808,2521
image (1625).png,2472,3480,stamp,1529,2829,2024,3177
image (1626).png,2476,3476,signature,1535,2384,1898,2619
image (1626).png,2476,3476,stamp,1542,2865,1998,3347
image (1627).png,2464,3480,signature,1495,2443,1772,2667
image (1627).png,2464,3480,stamp,1591,2673,2055,2970
image (1628).png,2468,3476,signature,1492,2261,1861,2524
image (1628).png,2468,3476,stamp,1516,2518,1968,2804
image (1629).png,2472,3480,signature,1576,2465,1928,2734
image (1629).png,2472,3480,stamp,1525,2684,1982,3009
image (163).png,2468,3476,signature,287,2350,609,2586
image (163).png,2468,3476,stamp,378,626,729,873
image (1630).png,2472,3484,signature,1567,2300,1921,2597
image (1630).png,2472,3484,stamp,1489,2519,1966,2878
image (1631).png,2468,3480,signature,1463,2454,1914,2745
image (1631).png,2468,3480,stamp,1483,2689,1968,3054
image (1632).png,2476,3476,signature,1635,2255,1902,2524
image (1632).png,2476,3476,stamp,1508,2451,1976,2837
image (1633).png,2468,3480,signature,255,2163,573,2392
image (1633).png,2468,3480,stamp,381,2701,754,3020
image (1634).png,2476,3480,signature,350,2499,571,2717
image (1634).png,2476,3480,stamp,640,2986,1045,3300
image (1635).png,2464,3480,signature,270,2045,522,2258
image (1635).png,2464,3480,stamp,561,2555,928,2953
image (1636).png,2472,3480,signature,398,2381,806,2588
image (1636).png,2472,3480,stamp,627,2891,1052,3211
